,index,winner_name,winner_hand,winner_ht,winner_age,score,tourney_name,minutes,loser_name,loser_hand,loser_ht,loser_age,winner_rank,winner_rank_points,loser_rank,loser_rank_points
960,1892,Taylor Townsend,L,170.0,28.3,3-6 6-4 7-6(7),Cincinnati,144.0,Caroline Dolehide,R,178.0,25.9,53.0,1137.0,47.0,1232.0
961,1893,Daria Kasatkina,R,170.0,27.2,6-4 6-2,Cincinnati,71.0,Ekaterina Alexandrova,R,175.0,29.7,12.0,3158.0,26.0,1873.0
962,1894,Ashlyn Krueger,R,185.0,20.2,5-7 7-6(4) 6-2,Cincinnati,181.0,Donna Vekic,R,179.0,28.1,65.0,952.0,22.0,2138.0
963,1896,Leylah Fernandez,L,168.0,21.9,3-6 6-4 6-3,Cincinnati,119.0,Yue Yuan,R,184.0,25.8,27.0,1854.0,40.0,1457.0
964,1897,Magdalena Frech,R,171.0,26.6,3-6 6-4 6-3,Cincinnati,134.0,Marie Bouzkova,R,180.0,26.0,48.0,1220.0,38.0,1495.0
965,1898,Caroline Wozniacki,R,177.0,34.0,6-2 6-4,Cincinnati,85.0,Anhelina Kalinina,R,179.0,27.5,84.0,844.0,51.0,1186.0
966,1899,Anastasia Pavlyuchenkova,R,177.0,33.1,4-6 7-6(4) 6-3,Cincinnati,174.0,Beatriz Haddad Maia,L,185.0,28.2,28.0,1776.0,23.0,2113.0
967,1900,Anna Kalinskaya,R,175.0,25.6,1-6 6-2 6-3,Cincinnati,106.0,Katerina Siniakova,R,174.0,28.2,16.0,2660.0,36.0,1546.0
968,1902,Yulia Putintseva,R,163.0,29.5,4-6 6-0 6-1,Cincinnati,107.0,Harriet Dart,R,175.0,28.0,33.0,1681.0,77.0,864.0
969,1903,Aryna Sabalenka,R,182.0,26.2,6-3 7-5,Cincinnati,76.0,Jessica Pegula,R,170.0,30.4,3.0,7366.0,6.0,4615.0
970,1905,Beatriz Haddad Maia,L,185.0,28.2,6-3 2-6 6-2,Cleveland,131.0,Katerina Siniakova,R,174.0,28.2,23.0,2093.0,36.0,1436.0
971,1907,Beatriz Haddad Maia,L,185.0,28.2,6-2 6-2,Cleveland,75.0,Clara Burel,R,176.0,23.4,23.0,2093.0,58.0,1048.0
972,1910,Anastasia Potapova,R,175.0,23.3,6-2 6-1,Cleveland,77.0,Ana Bogdan,R,171.0,31.7,43.0,1309.0,103.0,715.0
973,1912,Clara Burel,R,176.0,23.4,6-4 6-3,Cleveland,86.0,Sofia Kenin,R,170.0,25.7,58.0,1048.0,55.0,1070.0
974,1915,Arantxa Rus,L,180.0,33.6,6-3 6-3,Cleveland,93.0,Viktoriya Tomova,R,170.0,29.4,95.0,750.0,50.0,1159.0
975,1917,Anastasia Potapova,R,175.0,23.3,6-2 6-2,Cleveland,68.0,Clara Tauson,R,182.0,21.6,43.0,1309.0,65.0,941.0
976,1919,Beatriz Haddad Maia,L,185.0,28.2,6-3 7-5,Cleveland,116.0,Viktorija Golubic,R,169.0,31.8,23.0,2093.0,74.0,884.0
977,1925,Sara Sorribes Tormo,R,176.0,27.8,6-4 6-1,Cleveland,92.0,Yafan Wang,R,170.0,30.3,73.0,886.0,78.0,861.0
978,1927,Viktoriya Tomova,R,170.0,29.4,6-1 6-4,Cleveland,87.0,Lauren Davis,R,157.0,30.8,50.0,1159.0,404.0,145.0
979,1930,Xin Yu Wang,R,182.0,22.8,6-1 6-1,Cleveland,60.0,Anna Blinkova,R,179.0,25.9,37.0,1421.0,79.0,861.0
980,1931,Anastasia Potapova,R,175.0,23.3,6-3 6-2,Cleveland,66.0,Diane Parry,R,170.0,21.9,43.0,1309.0,62.0,1002.0
981,1932,Clara Tauson,R,182.0,21.6,3-6 6-3 6-2,Cleveland,133.0,Anna Karolina Schmiedlova,R,176.0,29.9,65.0,941.0,84.0,831.0
982,1934,Ana Bogdan,R,171.0,31.7,1-6 7-6(2) 6-2,Cleveland,152.0,Leylah Fernandez,L,168.0,21.9,103.0,715.0,24.0,2015.0
983,1939,Ekaterina Alexandrova,R,175.0,29.7,7-5 7-6(3),Monterrey,117.0,Yue Yuan,R,184.0,25.9,30.0,1763.0,38.0,1410.0
984,1945,Yue Yuan,R,184.0,25.9,6-4 6-1,Monterrey,75.0,Petra Martic,R,181.0,33.5,38.0,1410.0,105.0,691.0
985,1954,Petra Martic,R,181.0,33.5,7-6(2) 3-6 6-2,Monterrey,147.0,Carol Zhao,R,165.0,29.1,105.0,691.0,268.0,255.0
986,1955,Yue Yuan,R,184.0,25.9,4-6 6-2 6-3,Monterrey,141.0,Aleksandra Krunic,R,163.0,31.4,38.0,1410.0,318.0,197.0
987,1959,Magdalena Frech,R,171.0,26.6,6-4 4-6 6-4,Monterrey,157.0,Nadia Podoroska,R,170.0,27.5,45.0,1285.0,67.0,926.0
988,1961,Camila Osorio,R,162.0,22.6,6-2 7-6(3),Monterrey,88.0,Ajla Tomljanovic,R,180.0,31.2,88.0,814.0,119.0,606.0
989,1963,Ena Shibahara,R,170.0,26.5,6-3 4-6 7-6(6),Us Open,197.0,Daria Saville,R,166.0,30.4,217.0,323.0,95.0,766.0
990,1967,Ashlyn Krueger,R,185.0,20.3,0-6 6-1 7-5,Us Open,101.0,Shuai Zhang,R,177.0,35.5,59.0,1017.0,643.0,60.0
991,1968,Marie Bouzkova,R,180.0,26.0,6-2 1-6 7-5,Us Open,113.0,Eva Lys,R,165.0,22.6,45.0,1312.0,112.0,642.0
992,1969,Liudmila Samsonova,R,180.0,25.7,6-2 7-5,Us Open,92.0,Qiang Wang,R,172.0,32.6,16.0,2610.0,438.0,128.0
993,1970,Caroline Dolehide,R,178.0,25.9,1-6 7-5 6-4,Us Open,160.0,Danielle Collins,R,178.0,30.7,49.0,1227.0,11.0,3422.0
994,1972,Clara Tauson,R,182.0,21.6,1-6 7-6(5) 6-2,Us Open,138.0,Anna Karolina Schmiedlova,R,176.0,29.9,67.0,929.0,87.0,831.0
995,1974,Katie Boulter,R,180.0,28.0,5-7 6-2 6-1,Us Open,145.0,Aliaksandra Sasnovich,R,174.0,30.4,33.0,1715.0,107.0,669.0
996,1976,Sofia Kenin,R,170.0,25.7,6-1 3-6 6-4,Us Open,131.0,Emma Raducanu,R,175.0,21.7,54.0,1099.0,72.0,907.0
997,1977,Jessica Pegula,R,170.0,30.5,6-4 6-3,Us Open,83.0,Shelby Rogers,R,175.0,31.8,6.0,5160.0,356.0,173.0
998,1978,Elena Rybakina,R,184.0,25.1,6-1 7-6(1),Us Open,82.0,Destanee Aiava,R,175.0,24.2,4.0,5931.0,194.0,363.0
999,1980,Caroline Wozniacki,R,177.0,34.1,6-0 6-1,Us Open,53.0,Nao Hibino,R,163.0,29.7,71.0,908.0,155.0,476.0
1000,1983,Sara Sorribes Tormo,R,176.0,27.8,6-1 6-3,Us Open,92.0,Alexa Noel,R,168.0,21.9,115.0,624.0,784.0,36.0
1001,1985,Anna Kalinskaya,R,175.0,25.7,6-2 6-2,Us Open,65.0,Lauren Davis,R,157.0,30.8,15.0,2712.0,408.0,145.0
1002,1986,Naomi Osaka,R,180.0,26.8,6-3 6-2,Us Open,64.0,Jelena Ostapenko,R,177.0,27.2,88.0,824.0,10.0,3428.0
1003,1989,Anastasia Potapova,R,175.0,23.4,2-6 6-4 7-5,Us Open,146.0,Leylah Fernandez,L,168.0,21.9,38.0,1397.0,26.0,2009.0
1004,1991,Xin Yu Wang,R,182.0,22.9,3-6 6-4 6-1,Us Open,130.0,Arina Rodionova,R,168.0,34.6,40.0,1373.0,119.0,607.0
1005,1992,Karolina Pliskova,R,184.0,32.4,6-3 0-6 7-5,Us Open,143.0,Mayar Sherif,R,180.0,28.3,44.0,1324.0,89.0,793.0
1006,1993,Jasmine Paolini,R,160.0,28.6,6-7(5) 6-2 6-4,Us Open,168.0,Bianca Andreescu,R,170.0,24.1,5.0,5168.0,167.0,444.0
1007,1994,Barbora Krejcikova,R,178.0,28.6,7-6(3) 6-2,Us Open,94.0,Marina Bassols Ribera,R,165.0,24.7,8.0,3571.0,114.0,625.0
1008,1996,Taylor Townsend,L,170.0,28.3,6-2 7-5,Us Open,114.0,Martina Trevisan,L,160.0,30.8,48.0,1267.0,90.0,788.0
1009,1997,Paula Badosa,R,180.0,26.7,6-0 6-3,Us Open,69.0,Viktorija Golubic,R,169.0,31.8,29.0,1895.0,73.0,901.0
1010,1999,Clara Burel,R,176.0,23.4,0-6 7-5 7-5,Us Open,126.0,Sloane Stephens,R,170.0,31.4,56.0,1075.0,62.0,987.0
1011,2003,Arantxa Rus,L,180.0,33.7,6-4 7-6(5),Us Open,133.0,Ana Bogdan,R,171.0,31.7,93.0,779.0,91.0,786.0
1012,2004,Harriet Dart,R,175.0,28.0,6-1 6-2,Us Open,74.0,Chloe Paquet,R,179.0,30.1,78.0,874.0,97.0,746.0
1013,2012,Moyuka Uchijima,R,171.0,23.0,3-6 6-3 6-4,Us Open,135.0,Tamara Korpatsch,R,170.0,29.2,64.0,968.0,111.0,648.0
1014,2013,Jule Niemeier,R,178.0,25.0,6-4 6-7(3) 6-4,Us Open,190.0,Dayana Yastremska,R,175.0,24.2,101.0,724.0,34.0,1682.0
1015,2014,Donna Vekic,R,179.0,28.1,6-4 6-4,Us Open,93.0,Kimberly Birrell,R,170.0,26.3,24.0,2013.0,147.0,508.0
1016,2017,Daria Kasatkina,R,170.0,27.3,6-2 6-4,Us Open,75.0,Jaqueline Cristian,R,180.0,26.2,13.0,2973.0,69.0,919.0
1017,2018,Madison Keys,R,178.0,29.5,6-4 6-1,Us Open,64.0,Katerina Siniakova,R,174.0,28.2,14.0,2727.0,36.0,1474.0
1018,2020,Ajla Tomljanovic,R,180.0,31.3,6-4 6-4,Us Open,101.0,Ann Li,R,170.0,24.1,118.0,607.0,128.0,559.0
1019,2021,Elise Mertens,R,179.0,28.7,3-6 6-4 6-3,Us Open,147.0,Veronika Kudermetova,R,175.0,27.3,35.0,1639.0,46.0,1308.0
1020,2022,Ekaterina Alexandrova,R,175.0,29.7,6-7(4) 6-0 7-5,Us Open,153.0,Viktoriya Tomova,R,170.0,29.5,31.0,1778.0,58.0,1031.0
1021,2025,Aryna Sabalenka,R,182.0,26.3,6-3 6-3,Us Open,79.0,Priscilla Hon,R,171.0,26.2,2.0,8016.0,203.0,345.0
1022,2026,Iga Swiatek,R,176.0,23.2,6-0 6-1,Us Open,65.0,Ena Shibahara,R,170.0,26.5,1.0,10695.0,217.0,323.0
1023,2029,Liudmila Samsonova,R,180.0,25.7,3-6 7-6(1) 6-3,Us Open,169.0,Marie Bouzkova,R,180.0,26.0,16.0,2610.0,45.0,1312.0
1024,2030,Sara Errani,R,164.0,37.3,7-5 7-5,Us Open,110.0,Caroline Dolehide,R,178.0,25.9,96.0,760.0,49.0,1227.0
1025,2033,Jessica Pegula,R,170.0,30.5,7-6(4) 6-3,Us Open,87.0,Sofia Kenin,R,170.0,25.7,6.0,5160.0,54.0,1099.0
1026,2036,Beatriz Haddad Maia,L,185.0,28.2,6-2 6-1,Us Open,73.0,Sara Sorribes Tormo,R,176.0,27.8,21.0,2221.0,115.0,624.0
1027,2038,Karolina Muchova,R,178.0,28.0,6-3 7-6(5),Us Open,94.0,Naomi Osaka,R,180.0,26.8,52.0,1126.0,88.0,824.0
1028,2039,Anastasia Potapova,R,175.0,23.4,6-3 6-4,Us Open,89.0,Varvara Lepchenko,L,180.0,38.2,38.0,1397.0,199.0,357.0
1029,2040,Yulia Putintseva,R,163.0,29.6,6-1 7-6(4),Us Open,127.0,Xin Yu Wang,R,182.0,22.9,32.0,1761.0,40.0,1373.0
1030,2043,Paula Badosa,R,180.0,26.7,6-3 7-5,Us Open,100.0,Taylor Townsend,L,170.0,28.3,29.0,1895.0,48.0,1267.0
1031,2044,Victoria Azarenka,R,180.0,35.0,6-1 6-4,Us Open,86.0,Clara Burel,R,176.0,23.4,20.0,2266.0,56.0,1075.0
1032,2045,Yafan Wang,R,170.0,30.3,6-0 6-4,Us Open,94.0,Diane Parry,R,170.0,21.9,80.0,861.0,60.0,1002.0
1033,2047,Marta Kostyuk,R,175.0,22.1,7-6(10) 6-1,Us Open,94.0,Harriet Dart,R,175.0,28.0,19.0,2348.0,78.0,874.0
1034,2048,Elina Svitolina,R,174.0,29.9,6-1 6-2,Us Open,77.0,Anhelina Kalinina,R,179.0,27.5,28.0,1942.0,55.0,1076.0
1035,2049,Coco Gauff,R,175.0,20.4,6-4 6-0,Us Open,80.0,Tatjana Maria,R,172.0,37.0,3.0,6743.0,99.0,735.0
1036,2051,Jule Niemeier,R,178.0,25.0,6-4 6-0,Us Open,96.0,Moyuka Uchijima,R,171.0,23.0,101.0,724.0,64.0,968.0
1037,2055,Elise Mertens,R,179.0,28.7,6-3 6-2,Us Open,96.0,Ajla Tomljanovic,R,180.0,31.3,35.0,1639.0,118.0,607.0
1038,2058,Iga Swiatek,R,176.0,23.2,6-4 6-2,Us Open,92.0,Anastasia Pavlyuchenkova,R,177.0,33.1,1.0,10695.0,27.0,1961.0
1039,2059,Liudmila Samsonova,R,180.0,25.7,6-1 6-1,Us Open,62.0,Ashlyn Krueger,R,185.0,20.3,16.0,2610.0,59.0,1017.0
1040,2063,Beatriz Haddad Maia,L,185.0,28.2,6-3 6-1,Us Open,80.0,Anna Kalinskaya,R,175.0,25.7,21.0,2221.0,15.0,2712.0
1041,2064,Karolina Muchova,R,178.0,28.0,6-4 6-2,Us Open,73.0,Anastasia Potapova,R,175.0,23.4,52.0,1126.0,38.0,1397.0
1042,2065,Jasmine Paolini,R,160.0,28.6,6-3 6-4,Us Open,93.0,Yulia Putintseva,R,163.0,29.6,5.0,5168.0,32.0,1761.0
1043,2067,Yafan Wang,R,170.0,30.3,6-4 3-6 6-1,Us Open,142.0,Victoria Azarenka,R,180.0,35.0,80.0,861.0,20.0,2266.0
1044,2069,Coco Gauff,R,175.0,20.4,3-6 6-3 6-3,Us Open,123.0,Elina Svitolina,R,174.0,29.9,3.0,6743.0,28.0,1942.0
1045,2072,Elise Mertens,R,179.0,28.7,6-7(5) 7-5 6-4,Us Open,174.0,Madison Keys,R,178.0,29.5,35.0,1639.0,14.0,2727.0
1046,2073,Aryna Sabalenka,R,182.0,26.3,2-6 6-1 6-2,Us Open,100.0,Ekaterina Alexandrova,R,175.0,29.7,2.0,8016.0,31.0,1778.0
1047,2074,Iga Swiatek,R,176.0,23.2,6-4 6-1,Us Open,90.0,Liudmila Samsonova,R,180.0,25.7,1.0,10695.0,16.0,2610.0
1048,2076,Beatriz Haddad Maia,L,185.0,28.2,6-2 3-6 6-3,Us Open,161.0,Caroline Wozniacki,R,177.0,34.1,21.0,2221.0,71.0,908.0
1049,2077,Karolina Muchova,R,178.0,28.0,6-3 6-3,Us Open,69.0,Jasmine Paolini,R,160.0,28.6,52.0,1126.0,5.0,5168.0
1050,2078,Paula Badosa,R,180.0,26.7,6-1 6-2,Us Open,82.0,Yafan Wang,R,170.0,30.3,29.0,1895.0,80.0,861.0
1051,2081,Aryna Sabalenka,R,182.0,26.3,6-2 6-4,Us Open,97.0,Elise Mertens,R,179.0,28.7,2.0,8016.0,35.0,1639.0
1052,2082,Jessica Pegula,R,170.0,30.5,6-2 6-4,Us Open,88.0,Iga Swiatek,R,176.0,23.2,6.0,5160.0,1.0,10695.0
1053,2083,Karolina Muchova,R,178.0,28.0,6-1 6-4,Us Open,85.0,Beatriz Haddad Maia,L,185.0,28.2,52.0,1126.0,21.0,2221.0
1054,2086,Jessica Pegula,R,170.0,30.5,1-6 6-4 6-2,Us Open,132.0,Karolina Muchova,R,178.0,28.0,6.0,5160.0,52.0,1126.0
1055,2088,Aryna Sabalenka,R,182.0,26.3,7-5 7-5,Us Open,113.0,Jessica Pegula,R,170.0,30.5,2.0,8016.0,6.0,5160.0
1056,2090,Magdalena Frech,R,171.0,26.7,7-6(4) 7-5,Guadalajara,126.0,Caroline Garcia,R,177.0,30.8,43.0,1303.0,30.0,1808.0
1057,2097,Magdalena Frech,R,171.0,26.7,3-6 6-3 6-1,Guadalajara,115.0,Ashlyn Krueger,R,185.0,20.3,43.0,1303.0,51.0,1137.0
1058,2098,Caroline Garcia,R,177.0,30.8,7-6(3) 7-6(5),Guadalajara,110.0,Ena Shibahara,R,170.0,26.5,30.0,1808.0,169.0,432.0
1059,2100,Camila Osorio,R,162.0,22.7,7-6 6-7(2) 7-5,Guadalajara,201.0,Veronika Kudermetova,R,175.0,27.3,80.0,861.0,42.0,1308.0
1060,2105,Ashlyn Krueger,R,185.0,20.3,7-5 6-2,Guadalajara,100.0,Tatjana Maria,R,172.0,37.0,51.0,1137.0,82.0,846.0
1061,2107,Ena Shibahara,R,170.0,26.5,6-4 7-6(4),Guadalajara,101.0,Kimberly Birrell,R,170.0,26.3,169.0,432.0,150.0,489.0
1062,2109,Marie Bouzkova,R,180.0,26.1,6-2 6-2,Guadalajara,96.0,Alexandra Eala,L,173.0,19.2,45.0,1252.0,147.0,502.0
1063,2110,Veronika Kudermetova,R,175.0,27.3,6-4 6-4,Guadalajara,98.0,Sachia Vickery,R,162.0,29.3,42.0,1308.0,160.0,461.0
1064,2113,Martina Trevisan,L,160.0,30.8,6-3 6-2,Guadalajara,78.0,Caroline Dolehide,R,178.0,26.0,99.0,740.0,44.0,1287.0
1065,2150,Laura Siegemund,R,168.0,36.5,6-3 6-4,Hua Hin 2,127.0,Rebeka Masarova,R,186.0,25.1,99.0,748.0,119.0,620.0
1066,2152,Tamara Zidansek,R,168.0,26.7,4-6 7-6(3) 7-6(3),Hua Hin 2,221.0,Nadia Podoroska,R,170.0,27.5,261.0,261.0,74.0,900.0
1067,2155,Rebeka Masarova,R,186.0,25.1,7-6(6) 3-6 7-5,Hua Hin 2,187.0,Xin Yu Wang,R,182.0,22.9,119.0,620.0,52.0,1123.0
1068,2160,Nadia Podoroska,R,170.0,27.5,6-3 6-3,Hua Hin 2,91.0,Katerina Siniakova,R,174.0,28.3,74.0,900.0,37.0,1474.0
1069,2165,Xin Yu Wang,R,182.0,22.9,6-2 6-4,Hua Hin 2,80.0,Mayar Sherif,R,180.0,28.3,52.0,1123.0,93.0,793.0
1070,2167,Laura Siegemund,R,168.0,36.5,6-4 6-3,Hua Hin 2,137.0,Alycia Parks,R,185.0,23.7,99.0,748.0,116.0,627.0
1071,2170,Jana Fett,R,168.0,27.8,2-6 6-3 6-3,Hua Hin 2,144.0,Saisai Zheng,R,170.0,30.6,129.0,581.0,1024.0,16.0
1072,2172,Magda Linette,R,171.0,32.5,6-2 7-5,Hua Hin 2,113.0,Lesia Tsurenko,R,174.0,35.2,43.0,1311.0,92.0,794.0
1073,2176,Katerina Siniakova,R,174.0,28.3,7-5 6-1,Hua Hin 2,95.0,Arina Rodionova,R,168.0,34.7,37.0,1474.0,115.0,635.0
1074,2178,Beatriz Haddad Maia,L,185.0,28.2,1-6 6-4 6-1,Seoul,110.0,Daria Kasatkina,R,170.0,27.3,17.0,2516.0,13.0,2803.0
1075,2180,Beatriz Haddad Maia,L,185.0,28.2,6-4 6-4,Seoul,107.0,Veronika Kudermetova,R,175.0,27.3,17.0,2516.0,44.0,1308.0
1076,2184,Veronika Kudermetova,R,175.0,27.3,7-5 6-3,Seoul,111.0,Viktoriya Tomova,R,170.0,29.5,44.0,1308.0,54.0,1031.0
1077,2186,Emma Raducanu,R,175.0,21.8,6-4 6-3,Seoul,124.0,Yue Yuan,R,184.0,25.9,70.0,917.0,40.0,1349.0
1078,2188,Marta Kostyuk,R,175.0,22.2,6-2 6-2,Seoul,75.0,Heather Watson,R,170.0,32.3,18.0,2445.0,183.0,390.0
1079,2190,Beatriz Haddad Maia,L,185.0,28.2,6-3 6-4,Seoul,106.0,Ajla Tomljanovic,R,180.0,31.3,17.0,2516.0,122.0,607.0
1080,2192,Veronika Kudermetova,R,175.0,27.3,6-4 6-2,Seoul,100.0,Liudmila Samsonova,R,180.0,25.8,44.0,1308.0,15.0,2720.0
1081,2197,Heather Watson,R,170.0,32.3,6-4 6-4,Seoul,96.0,Jia Jing Lu,R,173.0,34.8,183.0,390.0,274.0,247.0
1082,2198,Marta Kostyuk,R,175.0,22.2,6-3 6-1,Seoul,78.0,Arantxa Rus,L,180.0,33.7,18.0,2445.0,84.0,839.0
1083,2199,Ekaterina Alexandrova,R,175.0,29.8,7-5 3-6 6-0,Seoul,122.0,Varvara Lepchenko,L,180.0,38.3,31.0,1778.0,168.0,454.0
1084,2202,Amanda Anisimova,R,180.0,23.0,6-3 7-6(5),Seoul,99.0,Yulia Putintseva,R,163.0,29.6,46.0,1216.0,30.0,1841.0
1085,2203,Viktoriya Tomova,R,170.0,29.5,6-2 1-6 6-0,Seoul,96.0,Tatjana Maria,R,172.0,37.1,54.0,1031.0,82.0,846.0
1086,2204,Veronika Kudermetova,R,175.0,27.3,6-4 6-3,Seoul,86.0,Shuai Zhang,R,177.0,35.6,44.0,1308.0,601.0,70.0
1087,2206,Coco Gauff,R,175.0,20.5,4-6 6-4 6-2,Beijing,140.0,Paula Badosa,R,180.0,26.8,6.0,4983.0,19.0,2325.0
1088,2207,Karolina Muchova,R,178.0,28.0,7-6(5) 2-6 6-4,Beijing,166.0,Aryna Sabalenka,R,182.0,26.3,49.0,1126.0,2.0,8716.0
1089,2210,Paula Badosa,R,180.0,26.8,6-1 7-6(4),Beijing,83.0,Shuai Zhang,R,177.0,35.6,19.0,2325.0,595.0,71.0
1090,2211,Aryna Sabalenka,R,182.0,26.3,6-4 6-3,Beijing,65.0,Madison Keys,R,178.0,29.6,2.0,8716.0,24.0,2076.0
1091,2217,Shuai Zhang,R,177.0,35.6,6-4 6-2,Beijing,90.0,Magdalena Frech,R,171.0,26.7,595.0,71.0,31.0,1743.0
1092,2218,Paula Badosa,R,180.0,26.8,6-4 6-0,Beijing,64.0,Jessica Pegula,R,170.0,30.5,19.0,2325.0,3.0,6220.0
1093,2219,Aryna Sabalenka,R,182.0,26.3,6-2 6-2,Beijing,74.0,Ashlyn Krueger,R,185.0,20.3,2.0,8716.0,68.0,917.0
1094,2220,Madison Keys,R,178.0,29.6,6-3 6-3,Beijing,86.0,Beatriz Haddad Maia,L,185.0,28.3,24.0,2076.0,12.0,2981.0
1095,2222,Karolina Muchova,R,178.0,28.0,6-1 6-3,Beijing,76.0,Jaqueline Cristian,R,180.0,26.3,49.0,1126.0,80.0,844.0
1096,2223,Magda Linette,R,171.0,32.6,6-4 6-0,Beijing,86.0,Jasmine Paolini,R,160.0,28.7,45.0,1191.0,5.0,5348.0
1097,2225,Amanda Anisimova,R,180.0,23.0,7-6(1) 6-4,Beijing,105.0,Daria Kasatkina,R,170.0,27.3,43.0,1276.0,11.0,3020.0
1098,2230,Coco Gauff,R,175.0,20.5,7-5 6-2,Beijing,84.0,Katie Boulter,R,180.0,28.1,6.0,4983.0,34.0,1655.0
1099,2234,Jessica Pegula,R,170.0,30.5,6-7(9) 6-1 6-2,Beijing,159.0,Veronika Kudermetova,R,175.0,27.4,3.0,6220.0,39.0,1398.0
1100,2237,Madison Keys,R,178.0,29.6,6-2 6-1,Beijing,82.0,Sara Sorribes Tormo,R,176.0,27.9,24.0,2076.0,104.0,677.0
1101,2241,Karolina Muchova,R,178.0,28.0,6-3 6-1,Beijing,80.0,Yue Yuan,R,184.0,26.0,49.0,1126.0,41.0,1349.0
1102,2242,Jaqueline Cristian,R,180.0,26.3,1-6 6-4 7-5,Beijing,171.0,Barbora Krejcikova,R,178.0,28.7,80.0,844.0,10.0,3161.0
1103,2243,Jasmine Paolini,R,160.0,28.7,1-6 7-5 6-4,Beijing,128.0,Clara Tauson,R,182.0,21.7,5.0,5348.0,72.0,901.0
1104,2244,Magda Linette,R,171.0,32.6,6-4 4-6 6-3,Beijing,160.0,Moyuka Uchijima,R,171.0,23.1,45.0,1191.0,63.0,954.0
1105,2246,Donna Vekic,R,179.0,28.2,4-6 7-6(3) 6-4,Beijing,162.0,Viktorija Golubic,R,169.0,31.9,20.0,2243.0,96.0,705.0
1106,2247,Daria Kasatkina,R,170.0,27.3,6-1 6-2,Beijing,74.0,Jana Fett,R,168.0,27.8,11.0,3020.0,118.0,615.0
1107,2248,Amanda Anisimova,R,180.0,23.0,1-6 6-3 6-4,Beijing,117.0,Camila Osorio,R,162.0,22.7,43.0,1276.0,59.0,988.0
1108,2249,Nadia Podoroska,R,170.0,27.6,7-5 6-7(4) 6-2,Beijing,153.0,Dayana Yastremska,R,175.0,24.3,66.0,942.0,35.0,1603.0
1109,2256,Naomi Osaka,R,180.0,26.9,3-6 6-4 6-2,Beijing,106.0,Yulia Putintseva,R,163.0,29.7,73.0,894.0,32.0,1733.0
1110,2257,Katie Boulter,R,180.0,28.1,6-4 6-4,Beijing,94.0,Taylor Townsend,L,170.0,28.4,34.0,1655.0,52.0,1103.0
1111,2258,Coco Gauff,R,175.0,20.5,7-5 6-3,Beijing,100.0,Clara Burel,R,176.0,23.5,6.0,4983.0,56.0,1015.0
1112,2261,Magdalena Frech,R,171.0,26.7,6-4 5-7 6-4,Beijing,170.0,Alycia Parks,R,185.0,23.7,31.0,1743.0,128.0,568.0
1113,2263,Paula Badosa,R,180.0,26.8,6-3 6-2,Beijing,84.0,Viktoriya Tomova,R,170.0,29.5,19.0,2325.0,51.0,1107.0
1114,2265,Veronika Kudermetova,R,175.0,27.4,3-6 6-4 7-5,Beijing,162.0,Xin Yu Wang,R,182.0,22.9,39.0,1398.0,50.0,1123.0
1115,2266,Jessica Pegula,R,170.0,30.5,6-1 7-6(4),Beijing,93.0,Diane Parry,R,170.0,22.0,3.0,6220.0,53.0,1067.0
1116,2268,Ashlyn Krueger,R,185.0,20.3,3-6 6-4 6-2,Beijing,124.0,Yafan Wang,R,170.0,30.4,68.0,917.0,58.0,991.0
1117,2273,Karolina Muchova,R,178.0,28.0,6-1 6-1,Beijing,62.0,Anna Blinkova,R,179.0,26.0,49.0,1126.0,78.0,861.0
1118,2275,Clara Tauson,R,182.0,21.7,5-7 6-4 6-1,Beijing,173.0,Harriet Dart,R,175.0,28.1,72.0,901.0,76.0,881.0
1119,2280,Camila Osorio,R,162.0,22.7,1-6 6-3 6-3,Beijing,116.0,Ajla Tomljanovic,R,180.0,31.3,59.0,988.0,107.0,666.0
1120,2289,Taylor Townsend,L,170.0,28.4,6-2 4-6 6-3,Beijing,127.0,Martina Trevisan,L,160.0,30.8,52.0,1103.0,112.0,658.0
1121,2290,Clara Burel,R,176.0,23.5,6-3 5-7 6-3,Beijing,131.0,Tamara Korpatsch,R,170.0,29.3,56.0,1015.0,125.0,588.0
1122,2293,Alycia Parks,R,185.0,23.7,1-6 6-4 6-2,Beijing,116.0,Qiang Wang,R,172.0,32.6,128.0,568.0,403.0,149.0
1123,2294,Sofia Kenin,R,170.0,25.8,7-5 6-2,Beijing,85.0,Ana Bogdan,R,171.0,31.8,168.0,446.0,120.0,613.0
1124,2295,Viktoriya Tomova,R,170.0,29.5,6-3 6-3,Beijing,86.0,Lesia Tsurenko,R,174.0,35.3,51.0,1107.0,88.0,794.0
1125,2299,Coco Gauff,R,175.0,20.5,6-1 6-3,Beijing,77.0,Karolina Muchova,R,178.0,28.0,6.0,4983.0,49.0,1126.0
1126,2301,Aryna Sabalenka,R,182.0,26.4,1-6 6-4 6-4,Wuhan,146.0,Coco Gauff,R,175.0,20.5,2.0,8716.0,4.0,5593.0
1127,2303,Aryna Sabalenka,R,182.0,26.4,6-2 6-2,Wuhan,83.0,Magdalena Frech,R,171.0,26.8,2.0,8716.0,27.0,1853.0
1128,2304,Coco Gauff,R,175.0,20.5,6-0 6-4,Wuhan,84.0,Magda Linette,R,171.0,32.6,4.0,5593.0,45.0,1241.0
